c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,
2730,16,32,384,52,455,209,243,140,1776,6
2694,19,9,433,41,2166,214,214,126,1988,6
2649,210,8,0,0,2598,214,247,169,1982,6
2507,298,8,30,3,1302,200,253,170,1203,6
2531,308,15,85,31,1367,177,229,244,1084,6
2495,338,22,120,25,819,168,152,171,1431,6
2730,19,12,342,51,2394,216,214,195,1869,6
2652,70,22,304,-145,3002,253,190,73,2470,6
2596,25,8,0,70,3160,229,241,145,2012,6
2615,84,15,190,-275,1889,209,199,161,2060,6
2522,324,20,216,18,300,165,213,245,708,6
2714,318,27,413,48,752,232,219,176,633,6
2544,311,25,190,73,859,143,212,204,573,6
2722,55,14,295,-444,2313,196,167,134,2051,6
2559,30,9,175,44,2188,216,203,135,2044,6
2631,54,13,150,44,3244,227,224,115,2042,6
2594,195,33,190,-714,831,248,209,81,3375,6
2491,342,15,150,21,940,215,200,166,1361,6
2401,247,13,359,25,2847,131,169,181,811,6
2573,310,20,216,-149,574,198,215,101,571,6
2805,316,21,246,116,604,152,213,190,481,6
2725,173,31,313,54,3860,218,241,129,2084,6
2712,111,5,197,58,2259,227,214,127,2081,6
2639,150,18,173,-24,2337,241,217,100,1222,6
2611,212,16,180,128,3345,183,253,180,1412,6
2582,93,20,175,-289,2367,239,221,110,2959,6
2525,235,20,85,12,1312,169,211,179,57,6
2402,14,27,190,-369,2644,212,204,147,900,6
2696,120,13,192,47,2227,242,229,108,2102,6
2619,77,33,437,10,2128,233,201,92,2105,6
2529,245,18,357,57,3339,179,208,191,1384,6
2522,71,19,507,25,2167,156,201,149,2413,6
2616,193,11,0,0,2089,166,249,163,2343,6
2558,288,14,268,88,742,183,221,177,663,6
2608,177,23,0,0,2097,167,234,147,2181,6
2549,349,19,30,-183,1092,147,232,89,1593,6
2535,240,18,67,5,1410,178,195,138,1383,6
2611,73,30,507,-398,2155,235,214,104,2203,6
2550,60,9,79,-1210,1239,213,221,127,1565,6
2550,320,4,124,17,1382,135,225,161,1388,6
2555,318,29,134,18,1355,186,228,182,2503,6
2845,45,2,201,-852,2290,223,205,62,3243,6
2639,53,17,150,-770,4098,136,254,102,2257,6
2615,46,17,85,19,2225,227,201,107,2257,6
2156,160,25,36,0,1983,232,204,140,2226,6
2599,99,26,60,4,2060,228,217,121,2220,6
2593,123,7,30,-28,2003,227,242,148,3594,6
2575,136,16,0,0,3321,245,228,107,1990,6
2233,78,13,588,48,3705,236,232,110,3970,6
2610,158,0,99,15,2081,236,216,194,2173,6
2601,103,13,107,1,2045,241,224,110,2147,6
2564,60,5,194,0,1813,223,229,140,1909,6
2569,53,5,0,-184,2418,196,229,139,1973,6
2555,13,14,42,-1160,238,210,253,152,1795,6
2570,24,5,433,-1006,1833,217,169,104,4242,6
2567,163,22,60,-289,1470,221,224,155,1889,6
2560,21,10,60,-972,1678,223,223,109,1830,6
2581,32,12,42,-207,670,217,214,130,2018,6
2184,20,11,231,-1395,1842,212,217,140,1989,6
2571,38,11,335,3,3466,220,215,130,1871,6
2608,42,1,30,-27,848,137,153,126,2200,6
2587,26,11,150,-720,1771,132,215,144,1943,6
2581,14,3,415,9,1817,160,215,130,2534,6
2603,22,10,359,12,2719,126,218,140,2754,6
2584,26,16,242,12,1642,213,185,132,1842,6
2756,23,15,192,17,1638,212,210,110,1910,6
2634,196,8,67,-16,2081,202,231,195,3388,6
2357,347,23,32,22,2050,204,171,163,2263,6
2968,61,24,201,30,1956,234,175,159,2192,6
2493,24,13,353,29,1627,136,212,225,1879,6
2648,344,20,85,-1199,2474,175,204,164,1443,6
2625,16,14,335,25,1714,208,241,138,1974,6
2617,94,20,804,32,1414,216,211,138,1889,6
2458,17,15,162,40,1968,208,210,137,156,6
2618,23,12,487,39,2906,212,214,122,2268,6
2607,27,27,457,33,1473,213,208,114,1761,6
2660,346,14,30,-645,2623,173,197,162,4967,6
2675,134,12,58,39,2259,207,213,129,3140,6
2672,24,11,150,-894,1963,130,227,98,3000,6
2384,32,7,785,32,1711,219,223,66,1994,6
2959,59,14,525,-268,2606,228,217,120,1691,6
2674,348,15,513,20,1008,201,167,194,2196,6
2664,121,6,268,-683,1866,219,169,143,2230,6
2620,36,21,503,38,1800,219,221,216,1812,6
2617,155,10,513,37,1470,228,191,60,198,6
2327,50,31,184,-238,1034,253,223,157,2325,6
2670,109,21,370,44,1879,234,223,136,1378,6
2664,125,9,309,45,3761,229,223,127,1154,6
2686,34,6,60,-27,2079,221,213,45,2496,6
2973,1,16,60,3,2058,119,208,149,510,6
2688,271,17,153,21,2015,173,240,161,3431,6
2824,76,7,182,-28,3777,229,226,42,2683,6
2477,139,19,190,7,2024,231,229,139,3411,6
2736,131,2,335,-1528,2089,151,235,131,2547,6
2689,147,15,301,104,3947,246,237,124,2989,6
2678,164,7,272,93,1809,225,232,104,4030,6
2124,126,26,42,4,1015,238,186,38,1718,6
2530,137,2,0,-413,1045,235,223,131,1911,6
2524,121,13,0,-57,1026,242,169,203,2026,6
2601,127,6,30,1,1425,176,233,47,2538,6
2539,11,8,30,2,1168,211,223,148,4613,6
2577,68,3,0,0,1631,222,234,148,2825,6
2584,345,11,30,4,1153,199,223,142,3917,6
2787,186,4,30,-718,1919,222,246,143,3252,6
2609,177,16,42,-1009,1962,155,247,148,1929,6
2595,135,30,0,0,1798,232,242,78,2863,6
2148,340,10,202,0,3318,210,233,214,452,6
2630,88,19,42,-27,3018,229,237,142,1920,6
2629,143,5,294,-26,1865,217,203,139,352,6
2436,168,4,0,0,1922,226,239,182,2766,6
2946,30,14,195,0,1484,227,241,112,2546,6
2600,0,21,60,-770,1745,184,195,68,2838,6
2622,276,27,127,172,1624,133,197,230,2839,6
2624,74,32,120,-708,1722,176,244,138,2779,6
2637,353,38,211,-744,1584,180,199,154,1714,6
2637,53,11,492,49,3192,148,182,138,2837,6
2538,303,15,42,7,2292,248,171,197,732,6
2942,140,20,128,18,2477,206,207,95,847,6
2632,263,5,413,21,1994,97,182,169,2601,6
2655,248,27,150,44,1879,244,198,186,2619,6
2679,358,21,247,72,1594,183,176,148,2687,6
2697,15,26,309,93,1641,123,143,121,2642,6
2651,37,19,275,9,2238,131,206,92,2311,6
2241,1,14,10,0,2274,203,184,152,3789,6
2655,357,43,281,44,2702,84,176,123,3838,6
2685,333,32,365,-78,1361,131,181,138,2560,6
2932,324,18,85,226,2265,252,218,184,2489,6
2669,29,12,108,-1502,1685,216,214,133,2491,6
2435,337,28,256,242,1797,148,189,173,4553,6
2938,105,15,127,238,2230,217,205,118,2461,6
2677,331,29,247,96,1878,74,191,183,2496,6
2538,145,12,148,3,2123,158,238,136,2445,6
2651,20,8,327,3,2097,251,236,135,1003,6
2904,348,25,242,35,863,252,181,159,320,6
2654,333,16,172,6,465,186,214,167,2148,6
2678,95,24,513,-566,2178,218,171,85,2402,6
2435,313,17,30,0,4037,244,234,175,2116,6
2699,334,21,442,-1127,3674,168,177,176,2510,6
2840,314,18,342,135,1830,238,223,193,4912,6
2670,316,21,67,-408,2058,183,216,195,3071,6
2925,302,23,108,27,1165,146,212,195,2345,6
2727,52,42,212,66,2183,221,185,87,2341,6
2694,339,20,528,61,2100,170,207,171,2398,6
2312,342,20,585,66,2072,174,216,168,2347,6
2743,310,22,543,132,1852,162,225,208,2377,6
2697,316,28,124,45,3963,130,246,194,1996,6
2412,284,19,77,-60,2090,140,165,193,2312,6
2734,324,8,418,123,2250,243,171,173,2338,6
2680,325,32,108,33,761,157,208,176,2290,6
2711,357,20,200,67,2107,198,191,220,2496,6
2715,317,17,100,64,2044,178,225,186,2252,6
2733,248,37,48,91,3652,84,203,174,2256,6
2698,309,13,376,56,1595,193,215,166,196,6
2717,358,17,201,68,3962,150,212,184,2963,6
2733,344,13,559,84,2087,97,207,192,4530,6
2715,314,2,429,66,1940,163,222,193,594,6
2687,329,28,404,107,2021,178,218,205,2197,6
2765,324,17,446,-1077,1964,208,168,178,2203,6
2720,38,8,379,67,1879,212,228,203,2215,6
2412,237,19,218,58,3774,163,204,207,2170,6
2956,301,21,323,76,2332,152,224,242,2138,6
2811,276,23,268,84,1811,170,200,189,1765,6
2740,322,18,283,93,280,172,184,186,2133,6
2764,335,26,446,-98,2003,200,228,167,4413,6
2497,315,28,295,-424,3010,86,222,136,2105,6
2698,342,17,335,112,1952,169,217,166,2101,6
2760,184,8,362,103,1867,236,215,192,2044,6
2186,92,6,73,-1155,2524,229,177,86,2660,6
2533,186,6,90,-262,3054,224,227,138,2431,6
2523,76,5,60,0,2420,225,231,139,2343,6
2946,165,4,355,0,1745,193,240,67,1651,6
2813,192,12,130,-514,1282,225,247,153,3209,6
2087,174,11,0,0,2002,227,245,196,1954,6
2501,147,23,61,-607,1863,218,250,166,1560,6
2514,72,3,306,0,66,114,233,59,1935,6
2613,64,12,0,-30,1879,226,226,138,3153,6
2880,92,13,242,6,3301,202,215,149,1974,6
2400,21,12,30,2,1869,212,214,161,1861,6
2067,241,6,0,0,734,205,232,166,1476,6
2491,34,16,232,0,780,209,232,97,1374,6
2305,137,4,341,8,1033,183,251,111,1209,6
2477,278,32,120,0,787,158,217,158,1248,6
2451,177,19,30,-465,324,209,219,162,1057,6
1994,98,12,260,-286,362,149,230,130,1091,6
2440,331,10,30,-27,1475,216,248,87,1030,6
2417,203,9,153,12,1027,227,221,126,1533,6
2578,90,6,67,0,1808,229,231,136,1443,6
2618,113,13,190,-26,1120,222,199,65,2590,6
2577,21,4,0,0,819,163,231,194,3507,6
2574,94,8,0,-321,757,221,228,129,1230,6
2567,105,11,30,-24,1163,130,180,127,2924,6
2562,124,15,378,0,726,193,233,126,2731,6
2555,54,10,381,-211,1075,237,232,124,1142,6
2560,93,10,445,-29,743,236,225,120,1144,6
2400,160,7,300,0,700,232,237,136,1006,6
2144,214,4,0,0,361,216,243,164,366,6
2395,117,2,491,4,2469,249,218,88,408,6
2424,144,9,60,-1247,60,138,226,121,384,6
1960,53,14,0,-267,420,131,229,114,426,6
2607,139,26,0,-478,616,253,227,191,3494,6
2466,93,12,292,-874,217,239,234,110,697,6
2427,115,18,182,8,90,248,219,178,350,6
2235,153,1,108,8,0,220,238,155,350,6
2384,283,13,0,0,600,205,235,169,1558,6
2373,198,19,189,20,60,211,231,169,134,6
2377,343,18,451,25,1079,205,254,200,108,6
2387,334,14,55,-398,2921,213,252,170,577,6
2555,153,10,0,-808,1639,234,239,120,272,6
2375,253,20,94,23,67,171,196,174,30,6
2465,4,14,418,-978,588,201,212,147,646,6
2395,249,24,0,-820,514,200,245,182,612,6
2377,87,8,69,0,108,213,242,128,277,6
2384,19,12,445,6,557,211,214,137,285,6
2341,40,8,42,3,1289,218,199,131,256,6
2749,159,21,598,66,2543,245,199,85,799,6
2444,101,13,192,-50,3099,248,172,10,782,6
2414,121,26,108,41,1609,218,174,105,302,6
2430,282,21,135,253,466,198,203,211,641,6
2827,343,6,297,3,408,142,174,218,1988,6
2395,40,4,538,10,830,158,213,106,1076,6
2388,132,8,60,6,192,208,226,154,351,6
1936,12,28,24,-381,150,243,161,125,295,6
2062,185,23,426,-159,170,153,240,223,134,6
2361,70,24,234,67,97,223,181,79,824,6
2395,18,21,90,12,2629,198,191,123,3444,6
2170,349,19,552,10,431,182,206,160,589,6
2618,58,23,456,2,309,203,191,117,2180,6
2355,110,30,95,-810,545,238,229,220,283,6
2413,118,26,120,-186,300,203,172,91,457,6
2076,264,36,42,8,180,179,202,213,190,6
2456,24,30,175,73,2389,155,221,135,808,6
2439,29,49,150,-1177,636,117,150,131,2053,6
2038,10,29,293,-1207,579,170,161,167,750,6
2487,30,29,426,104,82,105,163,86,1562,6
2470,40,28,201,-928,316,186,168,105,836,6
2332,88,15,0,0,1764,240,235,120,283,6
2332,312,23,42,2,268,174,215,127,283,6
2378,98,27,90,-739,323,251,191,50,417,6
2501,105,27,30,9,309,252,180,51,1528,6
2399,277,10,147,0,836,189,204,170,283,6
2467,247,3,108,-108,258,198,228,189,300,6
2374,238,35,67,-733,1569,179,193,178,342,6
2690,135,11,127,25,1076,205,218,146,351,6
2544,92,14,30,2,1465,234,157,7,671,6
2531,89,13,218,-28,2207,180,214,55,702,6
2502,20,27,30,-437,2449,208,166,136,800,6
2887,43,24,0,0,1155,242,187,118,1031,6
2654,164,22,0,68,1044,225,184,66,1065,6
2159,307,12,0,-44,1110,218,239,76,1154,6
2750,78,36,324,-123,1195,210,172,104,883,6
2850,204,24,60,-290,626,243,160,54,929,6
2636,53,22,95,35,2045,226,228,85,845,6
2242,222,12,0,0,1015,213,196,180,1793,6
2986,190,17,108,8,2285,211,181,63,722,6
2605,180,30,95,-322,2257,150,197,49,693,6
2638,66,33,150,32,2301,192,170,30,1766,6
2204,145,33,85,-746,2190,248,194,102,636,6
2897,166,41,30,-278,2135,232,242,129,577,6
2394,120,8,103,0,1285,201,195,245,2817,6
2570,132,30,123,-284,2151,148,178,133,2175,6
2464,193,21,0,-932,1854,205,253,173,1055,6
2560,74,20,396,3,2072,239,199,31,569,6
2426,74,23,120,32,834,159,235,65,1036,6
2580,95,7,0,-739,713,208,241,118,3012,6
2610,210,19,30,13,3063,154,254,182,1319,6
2615,335,29,30,-433,2005,187,179,170,524,6
2315,191,18,30,2,671,221,251,162,179,6
2394,22,34,30,-28,664,241,211,49,1065,6
2347,50,19,30,-985,4256,218,234,153,1271,6
2567,214,21,60,5,646,182,215,110,948,6
2430,208,15,101,0,607,149,240,176,2270,6
2587,338,4,85,30,1974,210,233,162,566,6
2624,190,21,0,0,3684,249,235,26,1488,6
2473,58,21,192,79,1854,230,207,88,2731,6
2772,54,9,218,54,700,154,200,100,1121,6
1998,113,22,122,133,589,189,205,117,1781,6
2502,86,34,283,108,785,245,147,158,777,6
2477,173,19,212,83,726,234,198,90,1044,6
2040,95,15,262,31,1008,243,217,99,1008,6
2583,111,3,0,0,2942,204,251,100,1150,6
2335,88,26,212,-635,2069,248,187,63,700,6
2526,82,13,175,28,604,132,216,107,752,6
2210,174,13,0,0,2877,228,246,144,1970,6
2636,94,18,277,90,2118,246,217,93,767,6
2103,77,2,273,99,2312,226,192,112,1036,6
2402,60,26,120,39,638,244,213,93,1784,6
2187,68,15,108,18,2454,236,179,84,378,6
2513,68,10,268,-613,1166,231,220,121,966,6
2401,187,19,295,50,721,224,212,120,993,6
2456,61,35,256,71,1986,231,176,77,1084,6
2575,112,13,60,-24,4116,107,211,160,1055,6
2548,65,21,134,31,1879,213,142,72,616,6
2841,24,24,456,47,1276,212,209,224,1006,6
2298,52,20,31,152,541,225,134,65,1041,6
2392,87,20,95,46,470,245,202,77,895,6
2134,222,25,616,-29,2920,239,167,148,1034,6
2479,22,30,127,-426,2572,227,224,127,2544,6
2537,345,7,347,54,700,206,228,139,994,6
2053,99,17,0,0,1126,245,215,93,1008,6
2262,159,13,541,222,1694,242,173,217,977,6
2943,251,14,130,0,2373,187,229,159,947,6
2483,165,30,346,-920,1594,245,227,106,560,6
2570,68,30,67,18,2847,225,166,30,931,6
2556,231,10,30,12,2758,222,248,170,912,6
2576,52,27,67,37,2812,222,139,69,3511,6
2550,80,23,42,-512,4792,240,203,116,1316,6
2560,158,9,30,-412,1448,231,241,208,631,6
2456,196,31,0,0,1361,236,239,124,633,6
2393,109,27,7,-200,2627,236,208,57,811,6
2523,117,29,30,-288,2989,228,228,114,810,6
2322,209,3,30,-285,2538,174,236,130,812,6
2223,43,18,578,-25,2074,148,165,107,1460,6
2524,131,9,0,0,2385,236,234,182,808,6
2518,78,8,0,0,3796,227,236,102,787,6
2332,248,6,0,0,2322,228,240,145,797,6
2459,8,23,42,-235,2730,146,235,146,722,6
2469,346,19,85,12,1307,181,207,163,755,6
2519,121,12,0,0,1100,162,214,118,808,6
2523,178,16,238,5,443,194,204,115,721,6
2938,66,33,47,-22,1905,233,209,149,752,6
2331,35,8,64,-22,2197,249,228,79,793,6
2526,32,8,90,-596,2800,209,130,167,713,6
2296,334,6,317,0,2000,114,241,99,3061,6
2763,0,4,30,3,3137,213,211,210,886,6
2486,38,11,564,0,1940,219,216,39,2528,6
2442,118,19,180,24,972,240,200,84,912,6
2491,138,12,0,0,1565,208,227,142,859,6
2191,145,17,30,3,1505,206,203,130,849,6
2480,337,19,124,13,2172,196,225,167,841,6
2396,71,24,42,-246,2020,238,194,77,953,6
2510,16,25,93,35,2102,111,167,117,768,6
2501,14,11,30,125,1682,215,216,136,2405,6
2187,15,17,60,8,1503,202,248,49,1015,6
2472,49,18,121,24,1084,224,186,40,920,6
2426,53,29,42,-29,904,226,218,161,994,6
2640,16,23,170,-1541,2349,193,183,125,659,6
2488,17,40,270,68,2525,192,179,110,691,6
2415,358,17,60,-666,1591,193,153,146,924,6
2491,164,30,150,24,1407,175,209,64,900,6
2487,60,18,60,-24,1763,212,164,95,1344,6
2422,49,33,331,175,722,238,241,67,1466,6
1958,102,33,0,0,663,241,241,68,3171,6
2773,18,24,150,61,143,195,194,70,722,6
2827,315,48,120,40,662,78,163,209,900,6
2519,5,22,272,19,1680,240,187,135,977,6
2435,137,31,190,88,2541,201,192,120,2015,6
2678,42,41,592,-1254,2100,172,249,74,679,6
2556,48,24,208,67,2220,187,178,126,722,6
2541,68,31,180,52,2097,169,137,109,816,6
2931,81,27,153,-260,3085,178,177,128,1026,6
2351,18,19,542,42,1530,202,162,127,1001,6
2538,21,16,242,-479,1576,208,204,94,1052,6
2336,70,17,118,0,3091,163,217,39,607,6
2598,59,14,172,-255,2133,168,196,128,595,6
2574,154,17,268,74,2414,131,234,213,793,6
2583,78,18,417,83,1684,113,199,132,883,6
2552,20,15,270,97,300,208,208,202,886,6
2469,61,36,657,92,1597,209,197,119,1053,6
2608,32,19,301,108,1809,152,210,127,847,6
2772,18,15,163,265,1690,208,152,115,51,6
2613,33,6,90,113,1812,102,220,131,623,6
2589,38,21,240,-289,1462,218,202,113,1092,6
2392,20,12,256,-266,1426,209,209,134,1170,6
2617,25,10,234,189,1702,107,213,205,3310,6
2581,24,1,412,-280,1436,210,207,130,1194,6
2459,288,29,60,32,408,206,197,159,2630,6
2367,348,21,30,11,510,92,225,152,769,6
2145,107,26,60,19,566,172,133,138,836,6
2670,330,17,108,60,2269,153,200,182,3019,6
2424,342,18,150,-393,484,129,192,167,908,6
2374,141,9,0,-191,1642,234,206,44,1015,6
2459,225,6,0,-796,2953,212,190,171,331,6
2442,353,25,192,32,1299,196,215,157,648,6
2680,161,28,0,0,1914,235,246,131,1460,6
2382,118,18,408,188,2168,211,201,119,2830,6
2447,328,9,234,95,2248,172,225,64,642,6
2433,104,28,30,-29,960,144,213,192,1300,6
2434,35,22,30,-1245,849,221,186,100,1159,6
2434,319,39,367,63,700,114,188,203,939,6
2853,304,6,0,0,687,126,246,172,2688,6
2466,81,33,218,-633,2098,173,213,143,2282,6
2464,30,18,242,108,582,151,206,127,750,6
2352,263,5,0,0,1816,208,234,166,234,6
2602,214,25,187,0,1761,188,254,128,1205,6
2564,339,28,150,-62,1732,146,162,170,1047,6
2432,172,14,11,0,1765,228,238,146,182,6
2336,132,11,120,-562,1650,230,219,118,1359,6
2448,203,13,150,13,955,220,211,123,1731,6
2441,40,16,150,198,934,220,203,113,1222,6
2625,353,14,108,-1028,1702,206,217,180,319,6
2032,53,10,180,148,957,202,217,126,1234,6
2449,354,11,72,21,2093,202,175,157,1154,6
2401,234,23,49,0,1328,157,253,215,787,6
2412,35,18,67,11,69,207,198,39,1123,6
2421,44,23,21,-87,1177,218,129,143,912,6
2383,27,19,30,3,1731,225,174,139,1045,6
2441,126,28,127,221,1210,184,165,80,914,6
1970,151,29,326,0,997,217,240,159,1643,6
2197,40,37,170,63,1138,206,158,68,918,6
2357,15,32,124,-708,1110,158,156,68,979,6
2454,23,47,120,48,1055,185,156,107,1061,6
2500,125,18,289,-293,2958,189,209,119,1266,6
2402,94,10,30,2,930,239,218,135,915,6
2257,45,36,258,120,2328,212,138,42,973,6
2498,33,31,68,-268,1044,243,154,137,1008,6
2682,18,25,269,69,477,241,180,115,1453,6
2487,162,32,242,-94,1006,195,153,68,1050,6
2470,160,14,153,70,927,213,167,105,1231,6
2444,79,22,124,-2,933,223,179,89,3455,6
2934,134,23,180,-218,634,205,182,17,70,6
2521,37,30,478,-222,940,139,158,122,2319,6
2879,41,29,420,-259,930,152,165,74,2533,6
2408,33,22,0,-702,752,209,165,103,1448,6
2545,20,32,108,-272,1852,100,155,160,2033,6
2446,64,18,30,4,617,169,174,106,680,6
2519,331,30,108,-872,1502,137,188,128,1224,6
2556,50,37,67,-174,808,192,159,126,1279,6
2747,5,25,178,22,674,179,164,134,1489,6
2539,40,38,30,-274,1682,208,163,25,3296,6
2519,43,45,361,0,336,210,160,4,1401,6
2467,22,24,127,34,636,158,187,135,2664,6
2552,148,13,0,0,1388,219,175,76,2336,6
2585,315,32,90,-286,759,97,216,198,1282,6
2580,59,32,322,0,1160,126,191,84,1368,6
2580,47,33,60,-922,659,213,201,46,1383,6
2502,38,16,150,-843,631,193,180,118,1388,6
2520,30,26,258,-1482,618,202,233,163,1355,6
2572,160,20,435,-950,1373,227,136,33,2964,6
2565,145,1,90,-463,636,224,193,95,1320,6
2678,133,6,95,23,655,225,209,115,1302,6
2487,48,26,616,-290,618,222,127,85,1291,6
2558,32,34,455,-23,600,210,188,106,1291,6
2628,42,12,421,-539,405,127,163,124,1273,6
2664,288,7,175,27,618,205,204,103,691,6
2555,43,32,186,3,499,210,194,90,1239,6
2575,27,13,180,34,560,214,212,131,1209,6
2721,138,12,209,-902,513,238,236,180,807,6
2630,231,13,212,30,1405,231,197,115,1172,6
2436,340,11,0,-10,649,197,224,166,1650,6
1991,64,10,0,0,417,230,246,114,2778,6
2554,307,24,134,48,1685,148,188,123,1772,6
2980,155,24,124,15,2441,154,245,224,2543,6
2485,331,16,150,-250,1206,137,156,110,1381,6
2591,165,18,504,73,1462,118,234,190,3539,6
2347,317,30,150,-878,849,134,185,158,267,6
2449,236,4,30,-202,1130,169,229,225,1575,6
2550,258,25,90,32,1098,142,215,210,3223,6
2579,276,43,261,61,1101,144,214,207,1581,6
2555,306,36,16,27,1061,160,224,202,2424,6
2521,332,24,67,-25,1205,169,191,208,1756,6
2601,310,22,90,49,1194,236,219,178,2092,6
2506,307,12,158,29,3217,137,213,149,1851,6
2697,86,30,30,5,1445,234,224,120,1767,6
2665,292,27,361,44,2465,136,224,223,741,6
2372,316,19,67,-398,1083,166,198,120,2059,6
2567,33,14,30,10,912,187,208,124,2099,6
2744,321,23,400,185,1075,221,182,205,1066,6
2483,232,24,90,32,1318,147,222,202,3030,6
2599,28,21,30,-775,1452,207,190,173,3003,6
2636,301,26,124,49,1224,152,180,220,1959,6
2342,332,17,90,-17,1456,236,202,180,251,6
2555,3,21,60,-638,3363,187,195,141,1745,6
2332,309,32,108,106,914,116,200,215,1574,6
2659,117,21,0,0,1415,200,191,70,1771,6
2634,5,21,0,-703,1434,174,193,138,1758,6
1889,129,20,150,23,120,204,185,101,2878,6
2596,316,24,512,-991,1703,202,212,102,3366,6
1926,4,36,204,-382,1908,149,136,116,666,6
2946,329,17,124,7,1379,118,202,178,1879,6
2955,348,13,322,-1539,1279,180,205,174,3251,6
1899,328,22,153,43,124,178,195,151,3403,6
2771,59,29,221,-138,1268,149,135,14,3089,6
1925,202,22,210,74,1626,176,197,155,779,6
2681,287,9,69,13,1614,96,213,183,2273,6
1922,50,36,108,43,1643,134,165,72,2775,6
2031,53,34,182,-110,180,201,145,13,1592,6
2653,183,24,33,84,554,229,212,70,1283,6
2185,97,32,218,99,210,163,155,83,927,6
2342,10,33,270,-475,240,164,153,110,842,6
2479,307,8,0,135,1510,162,214,190,2214,6
1932,251,39,30,10,240,189,247,224,3181,6
2732,328,20,388,20,1764,107,211,184,1480,6
2538,303,24,200,-685,1719,147,198,202,1576,6
2077,344,14,330,228,2645,156,188,164,3167,6
2792,1,12,162,27,2872,180,218,152,1995,6
1972,50,41,162,12,422,224,231,90,352,6
2000,61,13,240,78,438,194,210,135,1144,6
2167,324,19,265,-56,330,200,189,178,908,6
2835,344,16,108,33,1507,185,213,165,980,6
1995,238,22,210,73,330,175,252,209,1077,6
2033,344,36,546,-1568,361,182,142,157,953,6
2093,325,42,362,29,1315,21,179,218,977,6
2010,280,19,301,-1175,390,126,202,185,886,6
2096,312,27,281,32,420,101,180,145,1012,6
2840,343,26,201,-752,1706,220,207,165,1677,6
2106,246,41,382,42,450,226,194,164,1001,6
2118,1,20,533,15,408,250,197,144,361,6
2047,276,8,382,-290,459,232,245,224,949,6
2158,329,20,269,-1088,448,162,228,177,1054,6
2001,54,17,67,-25,228,228,202,102,1191,6
1986,10,15,61,14,371,139,199,136,560,6
2145,247,30,228,-310,510,164,250,218,1061,6
2160,148,8,212,-987,1209,231,240,104,2805,6
2857,334,34,306,62,1806,181,232,188,1604,6
2175,332,23,180,-370,573,129,204,108,218,6
2227,184,22,150,40,470,100,204,77,2890,6
2020,281,13,429,-260,601,183,250,196,2402,6
2353,331,0,0,0,1035,171,223,145,1203,6
2357,39,26,240,60,1748,212,233,85,212,6
2112,344,49,67,43,426,247,238,163,459,6
2071,323,27,30,26,128,131,187,196,391,6
2098,8,28,168,-770,894,177,174,183,481,6
2086,323,23,30,26,2137,202,188,195,390,6
2157,60,29,35,105,360,216,220,65,1024,6
2245,52,25,638,-39,661,226,209,92,1125,6
2224,43,15,231,103,571,220,205,114,90,6
2144,30,37,124,-264,616,191,137,124,547,6
2467,355,30,330,-257,745,238,165,136,700,6
2226,47,19,371,176,437,223,195,51,906,6
2193,32,39,127,60,528,198,179,90,2697,6
2195,314,20,77,14,965,105,180,210,513,6
2174,344,31,240,-1084,785,144,176,161,713,6
2374,20,25,95,66,721,229,177,122,591,6
2254,323,26,85,58,2934,145,166,192,1499,6
2140,14,31,234,105,870,173,161,189,726,6
2302,354,25,335,86,1345,169,176,149,832,6
2290,31,20,330,92,900,187,197,143,845,6
2732,39,6,30,3,1050,225,227,142,1423,6
2741,284,15,0,0,1047,176,239,202,1476,6
2087,65,28,219,-282,836,223,130,28,960,6
2149,150,25,47,21,1018,233,184,119,787,6
2286,319,35,124,76,900,134,198,200,2678,6
2106,218,3,323,-73,2270,212,253,226,2468,6
2427,26,42,192,39,2613,202,243,108,752,6
2432,269,20,286,-42,1298,165,218,142,618,6
2063,319,31,67,26,2398,125,193,200,576,6
2091,325,32,243,55,1079,55,184,192,531,6
2323,185,16,54,-608,1020,189,245,172,569,6
2090,206,26,216,-340,258,208,174,90,484,6
2349,227,15,283,124,1257,172,219,191,1125,6
2070,316,37,337,-418,513,127,214,198,3098,6
2112,20,27,212,120,242,181,157,96,503,6
2015,334,28,60,-1017,297,157,185,177,513,6
2484,49,27,150,70,247,176,200,139,518,6
2397,10,36,124,63,242,103,134,77,1869,6
2156,13,23,415,-1115,342,215,183,36,591,6
2150,11,26,192,-418,309,207,175,113,569,6
2336,300,16,162,62,1148,175,232,132,474,6
2302,45,13,30,-24,1943,181,244,147,242,6
2347,10,20,150,-890,433,189,161,89,2075,6
2258,6,10,74,5,1142,192,214,147,218,6
2543,226,23,366,49,666,85,217,203,872,6
2133,177,26,150,-487,642,171,225,225,853,6
2431,333,17,108,-1526,1218,124,204,243,1864,6
2136,307,24,181,-495,614,232,218,187,2109,6
2334,343,3,85,22,1236,171,202,166,283,6
1978,344,28,150,-734,703,153,184,162,918,6
2160,256,29,162,79,1730,148,180,155,942,6
2264,340,15,85,33,1291,168,188,169,937,6
2279,319,27,415,136,661,153,149,198,900,6
2113,322,33,373,-1129,514,120,145,197,781,6
2199,227,25,216,-658,743,119,179,163,973,6
2234,18,27,258,31,633,194,172,106,2408,6
2162,323,37,133,89,577,103,174,176,842,6
2343,289,36,293,-1499,589,105,217,193,849,6
