c1,c2,c3,c4,c5,
344,31,144,176,161,6
20,25,193,177,110,6
323,26,145,203,193,6
14,31,175,161,108,6
354,25,169,187,149,6
2,20,187,197,143,6
39,6,220,227,142,6
284,15,176,239,202,6
65,34,229,152,28,6
51,25,223,178,76,6
319,29,134,200,200,6
328,3,212,236,162,6
26,23,202,183,108,6
320,20,166,218,190,6
319,31,125,194,200,6
325,33,121,184,192,6
264,12,189,245,195,6
35,26,208,175,90,6
314,17,172,224,191,6
316,23,153,214,198,6
20,31,181,157,96,6
334,24,157,200,178,6
26,27,195,170,97,6
39,30,205,159,70,6
13,24,190,184,124,6
34,26,207,175,91,6
300,16,175,232,197,6
6,13,204,215,147,6
10,23,189,188,130,6
6,13,203,214,147,6
310,23,150,217,203,6
292,26,139,225,221,6
333,17,180,216,175,6
307,24,147,218,208,6
343,21,171,202,166,6
344,28,153,184,162,6
348,30,148,175,155,6
340,22,168,202,169,6
319,27,139,203,198,6
322,33,120,188,197,6
343,30,145,179,163,6
18,27,187,172,109,6
323,37,103,174,197,6
325,36,110,177,193,6
59,28,228,168,55,6
43,29,211,163,68,6
297,30,123,215,225,6
352,19,182,203,156,6
296,18,168,232,204,6
264,14,184,246,201,6
328,21,166,212,183,6
283,26,139,230,226,6
0,28,168,177,137,6
16,25,189,179,118,6
291,23,149,229,217,6
336,11,195,225,169,6
316,24,148,211,199,6
299,25,144,222,215,6
112,26,254,202,58,6
307,30,124,206,214,6
312,27,139,209,205,6
303,28,133,214,216,6
290,34,107,213,235,6
12,28,179,171,117,6
295,23,150,227,214,6
354,13,198,217,157,6
330,9,199,229,170,6
343,9,202,226,163,6
349,26,164,188,156,6
280,13,183,241,198,6
104,16,245,218,98,6
36,33,197,148,63,6
254,19,174,249,211,6
83,11,236,220,114,6
0,28,166,175,136,6
59,33,224,153,37,6
348,31,148,174,154,6
28,26,200,172,96,6
338,25,157,195,173,6
256,7,204,245,179,6
258,13,187,247,198,6
261,19,171,246,212,6
344,20,175,204,164,6
274,29,129,232,235,6
304,24,148,220,209,6
315,11,192,231,180,6
283,12,186,240,194,6
337,22,168,205,173,6
74,24,240,187,64,6
81,26,244,184,53,6
55,22,228,189,84,6
302,28,131,214,218,6
343,10,200,225,163,6
276,17,174,242,207,6
302,19,165,228,202,6
319,14,182,226,183,6
318,12,189,229,180,6
109,26,253,201,59,6
41,33,204,148,56,6
297,6,202,238,175,6
312,13,185,230,185,6
339,19,174,208,171,6
327,16,180,220,180,6
319,19,168,219,190,6
193,27,206,249,162,6
348,13,194,217,161,6
111,20,250,214,84,6
324,22,159,211,188,6
2,17,194,206,146,6
107,19,249,213,85,6
339,18,179,212,170,6
256,20,169,248,215,6
13,16,203,206,137,6
350,12,198,220,160,6
327,19,170,215,183,6
116,17,247,221,96,6
335,9,200,228,167,6
297,18,168,232,203,6
314,16,176,226,189,6
349,20,178,202,159,6
292,21,156,231,213,6
308,22,153,220,204,6
354,13,198,217,157,6
185,19,220,250,155,6
244,13,193,250,194,6
339,20,175,208,170,6
289,26,140,227,222,6
2,14,199,212,149,6
185,17,221,250,156,6
240,8,206,247,179,6
348,23,169,194,159,6
35,22,212,187,102,6
356,15,194,212,154,6
18,20,199,193,124,6
80,14,238,213,102,6
333,21,166,207,177,6
315,11,190,231,181,6
272,25,146,238,227,6
322,23,154,209,192,6
219,28,176,252,199,6
341,18,180,211,168,6
299,15,175,233,197,6
309,23,151,218,205,6
98,22,250,202,69,6
336,27,152,193,174,6
328,16,178,219,180,6
98,23,250,201,66,6
306,26,141,216,211,6
250,18,179,250,207,6
271,11,191,244,192,6
340,10,200,226,165,6
115,22,252,212,76,6
294,25,141,224,219,6
251,14,187,249,199,6
339,26,157,194,171,6
281,23,151,235,221,6
340,29,147,185,169,6
339,18,179,212,170,6
325,28,141,197,190,6
292,15,176,236,199,6
313,17,173,225,192,6
331,26,151,199,182,6
318,23,154,212,195,6
284,23,151,233,220,6
24,8,216,222,143,6
37,17,217,200,113,6
333,18,176,214,176,6
305,18,169,228,198,6
328,23,156,206,185,6
311,20,164,222,197,6
301,21,158,226,206,6
103,8,234,230,127,6
42,19,219,195,104,6
326,14,184,224,179,6
76,10,232,222,121,6
85,19,244,203,81,6
60,22,231,188,78,6
321,15,181,224,183,6
274,21,159,240,218,6
255,18,175,248,209,6
315,25,146,211,201,6
331,17,179,217,177,6
350,15,191,213,159,6
51,20,225,192,93,6
347,22,174,200,161,6
93,17,244,212,92,6
353,19,183,202,154,6
56,5,223,229,141,6
106,16,246,218,96,6
326,21,164,211,185,6
48,11,224,216,124,6
333,18,177,215,175,6
274,31,124,230,237,6
343,25,162,194,166,6
282,20,162,237,213,6
321,25,150,208,194,6
320,16,177,223,186,6
330,15,183,220,176,6
125,15,244,228,108,6
282,13,182,240,198,6
348,18,183,208,161,6
346,19,181,207,162,6
113,12,240,228,117,6
353,15,193,213,157,6
342,23,167,200,167,6
167,12,230,244,144,6
340,14,189,218,168,6
309,15,178,229,191,6
48,20,223,192,95,6
238,24,168,252,214,6
256,9,199,246,185,6
260,16,178,247,206,6
277,15,177,242,204,6
81,17,241,207,90,6
23,14,211,209,131,6
6,19,193,199,140,6
285,20,160,235,213,6
40,20,218,192,102,6
44,22,219,186,91,6
52,18,226,197,98,6
113,10,238,229,120,6
9,21,191,192,133,6
239,20,178,252,207,6
65,10,230,221,123,6
12,22,191,188,127,6
289,16,172,236,204,6
325,15,182,223,180,6
115,14,243,226,109,6
75,23,241,189,66,6
2,13,202,215,150,6
1,15,198,211,150,6
116,13,242,227,111,6
137,20,247,228,100,6
46,15,224,207,114,6
45,12,223,213,122,6
260,19,170,247,213,6
2,21,186,195,142,6
126,12,241,231,118,6
100,19,248,210,83,6
23,30,188,162,95,6
349,2,215,235,158,6
319,21,162,216,192,6
276,25,145,236,226,6
317,32,120,194,205,6
334,16,181,217,174,6
357,23,178,193,148,6
295,28,130,219,223,6
48,6,222,227,140,6
27,29,194,163,90,6
36,34,196,147,63,6
325,8,201,232,170,6
292,18,165,233,207,6
29,15,213,205,124,6
16,19,201,198,130,6
56,14,228,208,110,6
254,22,163,248,219,6
266,17,173,245,209,6
36,11,219,216,131,6
66,20,235,195,84,6
50,17,226,201,103,6
102,15,243,220,102,6
91,14,241,218,104,6
82,11,235,220,115,6
111,11,238,229,119,6
130,11,238,234,125,6
141,10,235,238,133,6
23,8,216,223,144,6
103,8,233,230,130,6
34,10,219,218,134,6
19,21,199,190,121,6
37,18,216,197,110,6
20,23,198,185,116,6
58,23,229,184,75,6
58,22,230,187,79,6
61,17,232,202,96,6
49,13,225,211,118,6
57,23,229,184,77,6
54,23,227,184,78,6
52,23,225,184,81,6
0,14,199,213,151,6
90,1,221,236,151,6
6,9,210,223,151,6
70,11,232,218,117,6
54,15,227,206,108,6
198,7,218,246,163,6
26,8,216,222,142,6
69,6,226,228,136,6
42,13,222,211,122,6
81,10,233,223,121,6
51,12,226,213,119,6
33,5,219,229,147,6
63,3,222,233,146,6
47,20,222,193,97,6
58,14,230,209,109,6
305,32,116,204,219,6
324,6,204,233,168,6
22,11,213,217,139,6
69,12,232,217,115,3
67,9,229,222,125,3
79,8,231,226,128,3
99,11,239,224,114,3
114,15,244,224,105,3
125,19,248,223,96,3
136,21,247,226,96,3
157,21,238,238,119,3
165,24,233,240,124,3
161,26,235,235,112,3
158,27,237,233,107,3
150,27,242,228,96,3
145,26,245,226,92,3
143,24,246,227,96,3
136,24,249,222,87,3
126,27,253,210,66,3
121,30,254,201,52,3
121,28,254,204,58,3
121,26,253,208,65,3
118,27,254,204,60,3
119,28,254,204,58,3
140,19,244,231,108,3
210,16,205,253,179,3
232,23,178,253,206,3
230,23,178,254,205,3
227,23,180,254,203,3
236,27,163,251,216,3
249,33,131,241,235,3
258,39,102,228,246,3
249,25,159,248,221,3
217,16,202,254,184,3
153,19,240,237,119,3
151,26,242,230,100,3
164,30,231,233,110,3
173,33,220,234,119,3
173,32,220,236,122,3
167,31,227,233,112,3
158,31,235,227,96,3
164,29,232,234,112,3
162,27,234,235,114,3
140,30,248,215,71,3
142,29,247,217,76,3
139,29,249,216,75,3
136,29,250,215,72,3
140,27,248,221,83,3
142,25,247,225,91,3
144,23,245,228,98,3
137,23,248,224,91,3
41,16,221,204,114,3
39,16,219,202,113,3
35,16,217,204,118,3
41,15,221,205,116,3
62,17,232,202,97,3
81,19,242,203,84,3
99,21,249,205,74,3
116,22,251,213,77,3
140,22,247,227,96,3
154,29,240,227,95,3
161,34,231,225,96,3
166,34,225,228,103,3
159,32,234,226,97,3
158,30,236,228,99,3
151,30,242,224,89,3
140,30,248,214,71,3
130,31,252,206,58,3
128,29,253,208,62,3
128,27,252,211,68,3
124,29,253,206,59,3
123,29,253,204,56,3
145,18,242,234,115,3
221,15,200,253,186,3
241,20,178,252,208,3
245,20,175,251,210,3
251,19,174,250,211,3
261,25,153,244,225,3
268,34,114,230,242,3
271,40,90,217,249,3
269,33,120,231,240,3
246,19,177,251,208,3
183,19,222,249,152,3
147,29,244,222,86,3
151,32,241,220,82,3
167,34,226,229,106,3
174,33,218,234,121,3
176,33,217,237,126,3
170,32,224,234,115,3
162,31,232,230,104,3
168,29,229,236,118,3
167,27,230,237,119,3
151,29,242,225,91,3
141,31,247,214,70,3
138,31,248,212,67,3
143,28,247,221,83,3
140,27,248,219,80,3
136,28,250,216,74,3
143,23,246,227,96,3
144,22,245,230,102,3
140,23,247,226,95,3
35,16,216,202,117,3
36,17,217,200,113,3
35,17,216,201,116,3
45,17,222,200,106,3
65,21,234,193,81,3
81,24,244,189,61,3
95,27,251,190,49,3
109,27,254,198,53,3
125,28,253,208,62,3
138,33,248,207,58,3
155,35,236,218,81,3
168,34,224,229,107,3
165,33,228,229,104,3
164,31,230,231,107,3
162,30,233,232,106,3
154,29,239,228,97,3
144,29,246,220,82,3
135,29,250,214,70,3
131,28,252,212,68,3
129,27,252,213,70,3
124,29,253,206,59,3
124,28,253,206,59,3
156,16,237,240,129,3
228,17,193,253,194,3
240,20,178,252,207,3
245,22,170,251,213,3
250,22,167,249,216,3
258,26,148,244,228,3
268,41,88,218,250,3
264,29,134,238,235,3
219,13,205,252,181,3
150,32,241,220,83,3
144,36,243,208,60,3
164,33,229,228,102,3
175,32,218,237,125,3
178,32,216,239,132,3
172,31,223,236,121,3
166,30,229,234,113,3
171,28,226,239,124,3
169,27,228,238,123,3
153,29,240,227,95,3
142,30,247,216,73,3
140,30,248,215,72,3
144,27,246,222,86,3
142,27,247,221,84,3
138,27,249,219,79,3
140,25,247,224,89,3
144,22,245,230,102,3
144,21,244,231,105,3
138,21,247,227,98,3
29,17,212,202,121,3
34,18,214,197,113,3
36,18,216,198,112,3
67,24,236,184,66,3
81,29,244,175,40,3
92,32,249,172,25,3
104,32,253,182,30,3
116,34,254,187,31,3
127,39,250,184,22,3
148,36,240,210,65,3
170,34,222,231,112,3
168,33,225,232,112,3
169,31,226,235,116,3
166,29,230,235,114,3
158,28,237,231,104,3
150,28,242,226,93,3
140,27,248,220,82,3
134,27,250,216,75,3
124,29,253,206,59,3
125,28,253,208,62,3
168,15,230,245,142,3
232,19,186,253,200,3
239,20,178,252,207,3
244,23,167,251,215,3
250,24,160,248,220,3
264,38,101,226,247,3
266,41,88,219,250,3
258,26,148,244,228,3
144,37,243,204,54,3
163,32,231,229,103,3
175,30,220,239,128,3
180,30,216,241,136,3
173,30,223,238,126,3
168,29,228,236,118,3
172,28,224,239,127,3
171,28,226,239,126,3
156,28,238,230,102,3
143,30,246,219,79,3
141,29,247,218,77,3
145,27,245,223,88,3
141,26,247,223,87,3
142,23,246,227,95,3
146,21,243,232,107,3
145,19,243,233,110,3
138,19,246,229,103,3
95,8,234,228,126,3
101,11,239,225,115,3
107,13,241,224,110,3
108,17,247,218,93,3
105,26,253,199,58,3
103,32,253,181,29,3
105,35,253,174,17,3
107,36,253,172,13,3
109,39,252,165,0,3
124,29,253,205,0,3
163,23,235,239,121,3
165,26,232,238,119,3
159,27,236,233,108,3
155,28,239,229,100,3
148,28,244,225,90,3
141,28,247,220,81,3
137,26,249,219,81,3
127,28,253,209,64,3
124,26,253,211,69,3
176,14,226,247,150,3
232,21,182,254,203,3
234,21,180,253,205,3
237,24,169,252,213,3
239,27,160,250,218,3
243,31,145,246,227,3
250,40,106,232,242,3
248,42,101,230,242,3
153,35,237,216,77,3
145,37,242,206,58,3
164,31,230,231,108,3
175,30,221,239,129,3
180,30,216,242,137,3
175,30,221,239,128,3
170,29,226,237,121,3
173,28,224,240,128,3
174,28,224,241,131,3
161,27,235,234,110,3
145,29,245,221,83,3
143,28,247,220,81,3
145,27,245,224,89,3
145,26,245,225,91,3
145,25,245,227,95,3
146,22,244,230,102,3
149,20,241,235,114,3
147,19,242,235,114,3
141,19,244,231,108,3
145,19,243,233,111,3
146,23,244,230,101,3
148,25,244,228,97,3
143,28,246,221,83,3
132,32,251,205,55,3
122,35,253,189,31,3
115,36,253,179,19,3
109,35,254,179,22,3
102,35,252,172,16,3
94,36,248,160,7,3
90,26,248,189,53,3
105,13,242,223,108,3
131,16,244,230,110,3
149,20,241,235,114,3
157,24,238,235,113,3
156,27,238,231,104,3
155,29,239,228,98,3
153,29,240,226,94,3
149,29,243,224,89,3
145,26,245,225,90,3
133,26,250,218,79,3
124,23,251,217,81,3
175,12,226,246,151,3
230,20,185,254,200,3
228,22,183,254,201,3
226,25,177,254,204,3
226,29,167,252,208,3
230,34,149,247,217,3
237,41,116,235,229,3
155,36,235,217,80,3
147,36,241,209,63,3
167,31,228,233,113,3
175,30,221,239,129,3
179,30,217,241,135,3
175,30,220,240,129,3
173,29,223,239,127,3
175,28,223,241,131,3
176,27,222,243,135,3
164,27,232,236,116,3
148,28,243,224,89,3
145,27,245,223,87,3
145,26,245,225,90,3
146,26,245,226,94,3
148,24,243,230,101,3
150,22,242,233,109,3
154,19,239,238,121,3
150,18,240,236,119,3
142,18,243,233,111,3
136,22,248,225,94,3
140,25,247,224,89,3
145,26,245,225,91,3
142,28,247,219,80,3
134,31,250,208,60,3
125,33,253,196,42,3
118,34,254,189,33,3
113,32,254,189,36,3
105,32,254,183,31,3
96,33,251,174,24,3
104,19,249,212,83,3
120,21,250,217,85,3
135,22,248,224,91,3
147,24,244,229,99,3
151,27,242,228,97,3
152,28,241,227,95,3
153,28,240,229,99,3
152,26,241,229,100,3
150,24,242,231,104,3
140,22,246,228,99,3
129,19,248,225,97,3
170,11,228,245,148,3
226,18,192,254,194,3
225,21,187,254,197,3
221,22,187,254,196,3
222,27,177,253,201,3
228,33,155,248,213,3
158,34,233,222,88,3
148,34,241,214,71,3
169,29,227,237,120,3
175,28,223,241,131,3
178,28,219,242,136,3
176,29,221,241,132,3
176,28,222,241,132,3
175,28,222,242,133,3
177,28,220,242,136,3
153,29,240,226,94,3
149,28,243,226,92,3
150,26,243,228,98,3
152,24,241,232,106,3
155,23,239,235,113,3
161,21,236,240,124,3
151,20,241,235,114,3
130,24,251,217,79,3
135,26,250,218,78,3
140,29,248,218,77,3
135,31,250,210,64,3
128,32,252,202,52,3
122,31,254,198,47,3
117,29,254,198,50,3
109,29,254,194,46,3
100,29,253,187,40,3
97,27,251,191,50,3
103,24,252,201,63,3
115,26,253,205,63,3
127,26,252,213,72,3
139,26,248,222,86,3
145,26,245,225,90,3
148,27,243,226,93,3
153,26,240,231,103,3
155,24,239,234,111,3
149,18,241,236,118,3
135,16,244,231,112,3
164,11,230,243,144,3
219,16,200,254,186,3
216,20,195,254,189,3
216,24,188,254,192,3
151,32,241,221,83,3
171,27,227,240,126,3
174,26,224,242,133,3
176,27,222,243,135,3
175,27,223,242,133,3
176,28,222,242,134,3
175,28,223,241,131,3
177,29,220,241,133,3
169,29,227,237,120,3
157,30,237,227,97,3
154,30,239,227,95,3
154,28,240,228,97,3
154,26,240,230,102,3
155,25,239,233,107,3
159,25,237,235,113,3
165,24,233,239,123,3
165,23,233,240,124,3
158,23,237,237,117,3
131,27,251,213,70,3
133,28,251,214,71,3
138,27,249,218,78,3
138,29,249,216,74,3
136,30,250,211,66,3
132,31,251,207,58,3
129,30,252,207,59,3
125,28,253,207,61,3
120,28,254,203,57,3
114,28,254,200,53,3
111,28,254,197,51,3
112,28,254,197,51,3
114,28,254,198,51,3
119,27,254,206,62,3
127,24,251,217,79,3
138,22,247,226,95,3
146,20,243,234,111,3
152,17,239,238,123,3
153,15,237,240,130,3
152,13,235,240,133,3
135,13,240,234,122,3
152,10,233,240,138,3
212,14,208,252,178,3
222,18,195,254,191,3
212,18,202,254,183,3
210,21,199,254,183,3
221,28,174,252,201,3
223,35,156,247,207,3
167,31,227,233,113,3
157,30,237,228,97,3
172,26,226,241,130,3
174,26,225,243,134,3
174,26,225,242,133,3
173,27,225,241,131,3
174,28,224,241,131,3
173,29,224,239,127,3
170,30,226,237,120,3
159,30,235,229,101,3
157,29,237,229,100,3
158,28,237,231,105,3
156,27,238,232,105,3
157,26,238,233,108,3
159,25,237,235,113,3
165,25,233,239,122,3
162,23,235,239,121,3
136,29,250,214,71,3
134,29,251,212,68,3
137,28,249,216,74,3
137,29,249,214,71,3
136,31,250,210,64,3
135,31,250,209,61,3
136,30,250,212,67,3
133,29,251,212,68,3
129,29,252,208,62,3
127,29,253,206,59,3
123,30,254,202,53,3
120,29,254,201,52,3
116,28,254,200,53,3
114,25,253,205,63,3
116,22,251,213,77,3
119,21,250,217,85,3
123,18,247,224,99,3
132,13,241,233,120,3
139,10,236,237,131,3
142,9,233,238,136,3
144,8,232,239,139,3
129,10,236,234,128,3
135,9,235,236,132,3
202,10,216,249,168,3
223,16,198,253,189,3
209,15,207,253,177,3
202,17,210,253,173,3
213,25,190,254,189,3
213,32,175,250,192,3
186,37,198,236,140,3
164,39,223,219,90,3
150,38,237,209,65,3
172,31,223,236,121,3
170,30,225,236,120,3
164,28,232,235,114,3
174,25,226,243,134,3
173,25,226,243,134,3
171,25,227,241,130,3
171,27,227,240,126,3
171,28,226,239,126,3
172,29,225,238,125,3
174,29,222,240,129,3
170,30,226,237,120,3
162,30,233,231,106,3
160,29,235,231,105,3
161,28,235,233,110,3
159,27,236,233,109,3
158,26,237,234,110,3
160,26,236,235,112,3
165,25,232,239,122,3
171,24,228,242,132,3
167,23,232,241,127,3
128,10,238,234,125,3
182,9,223,246,156,3
219,15,203,253,184,3
201,15,212,252,171,3
191,17,217,251,162,3
202,21,205,253,174,3
203,27,196,252,176,3
189,31,205,245,152,3
181,34,210,238,133,3
166,35,225,227,103,3
157,33,235,224,91,3
173,28,225,240,128,3
173,26,226,242,132,3
170,23,229,242,131,3
174,22,227,245,139,3
171,22,229,244,135,3
168,23,231,241,128,3
166,24,232,240,125,3
168,24,231,241,127,3
169,24,230,241,128,3
172,25,227,242,132,3
168,25,230,240,126,3
161,25,236,237,116,3
158,24,238,236,115,3
159,22,237,238,119,3
157,21,238,238,119,3
153,20,240,237,118,3
152,19,240,237,119,3
159,17,236,241,130,3
170,15,230,245,143,3
165,13,231,244,141,3
224,25,178,254,202,4
97,36,251,166,12,4
106,37,252,170,10,4
113,34,254,184,28,4
131,28,251,213,69,4
128,27,252,212,69,4
97,35,251,169,16,4
101,31,253,181,32,4
189,19,217,251,159,4
237,23,172,252,211,4
113,35,254,181,23,4
118,31,254,197,45,4
129,25,251,215,76,4
135,12,239,234,123,4
207,12,212,251,173,4
142,24,246,226,94,4
230,20,186,254,200,4
130,30,252,208,61,4
131,28,251,213,69,4
99,28,252,189,46,4
108,21,250,211,79,4
117,18,247,221,95,4
43,22,219,187,93,4
49,9,224,220,129,4
87,22,246,198,70,4
30,4,218,231,149,4
260,21,164,246,218,4
270,28,137,236,232,4
267,25,149,241,226,4
134,25,250,219,82,4
191,15,218,251,162,4
237,22,176,253,208,4
125,43,248,172,6,4
121,44,247,164,0,4
121,41,250,171,0,4
130,29,252,210,65,4
129,28,252,211,66,4
132,29,251,211,65,4
103,21,249,209,78,4
102,15,243,220,102,4
110,22,251,211,77,4
43,11,222,216,127,4
85,17,242,210,92,4
108,21,250,211,79,4
248,28,150,247,226,4
174,21,227,245,140,4
137,30,249,212,67,4
127,43,247,172,6,4
125,43,248,171,5,4
123,40,250,178,14,4
131,31,251,205,56,4
140,24,247,225,92,4
14,10,211,220,145,4
153,8,231,241,142,4
85,10,235,223,119,4
314,15,177,226,189,4
65,14,233,210,106,4
236,27,163,251,216,4
230,28,165,252,212,4
137,30,249,213,68,4
220,30,169,251,202,4
129,32,252,203,52,4
135,8,234,237,134,4
0,7,210,228,155,4
151,17,239,238,121,4
150,15,238,238,125,4
128,3,224,237,149,4
83,11,235,221,116,4
6,4,214,231,154,4
90,26,249,188,51,4
228,12,202,251,185,4
167,24,232,241,126,4
141,30,247,215,72,4
126,28,253,208,62,4
184,34,206,239,138,4
140,39,244,197,43,4
120,35,254,187,30,4
113,32,254,188,35,4
107,9,236,229,124,4
11,12,207,214,144,4
49,19,224,196,99,4
53,5,223,229,142,4
145,8,231,239,140,4
335,14,187,220,172,4
337,23,164,202,174,4
71,17,236,205,95,4
216,8,212,248,172,4
190,22,214,251,160,4
133,26,250,216,76,4
196,32,194,246,164,4
177,35,213,235,125,4
115,23,252,211,75,4
82,7,230,228,132,4
151,6,228,240,146,4
145,19,243,233,112,4
310,8,199,235,175,4
352,13,196,217,158,4
34,14,217,207,122,4
32,12,217,213,129,4
186,11,222,248,158,4
201,26,200,252,173,4
160,31,234,228,100,4
151,29,242,224,90,4
136,30,250,212,66,4
135,27,250,216,75,4
190,30,205,246,154,4
160,32,234,227,99,4
144,33,245,213,68,4
107,26,253,199,58,4
326,13,189,226,177,4
0,4,213,232,156,4
141,23,246,227,96,4
122,20,249,220,90,4
149,28,243,226,92,4
146,27,245,224,89,4
144,33,245,212,67,4
146,33,243,214,71,4
168,16,231,244,139,4
130,16,245,229,107,4
169,23,230,242,130,4
146,31,244,218,78,4
115,12,241,227,114,4
231,3,214,242,166,4
294,20,162,231,209,4
143,29,246,218,78,4
138,22,247,226,95,4
120,12,240,230,118,4
322,13,186,226,180,4
9,8,211,224,150,4
181,17,224,248,152,4
34,3,219,232,149,4
323,9,197,231,173,4
78,18,240,204,87,4
92,18,245,210,89,4
35,13,218,211,127,4
258,6,207,243,175,4
197,22,208,252,169,4
345,13,194,219,163,4
127,12,240,232,119,4
31,17,214,202,119,4
41,16,221,204,114,4
78,18,240,204,88,4
110,22,251,209,74,4
104,24,252,201,62,4
95,25,250,195,59,4
111,26,253,202,59,4
111,29,254,194,46,4
135,6,230,237,140,4
45,5,221,229,144,4
45,11,223,217,127,4
56,2,220,235,151,4
153,6,228,240,146,4
304,11,191,235,184,4
41,15,221,206,117,4
65,8,228,224,130,4
104,12,240,225,114,4
127,26,252,212,70,4
127,25,252,215,75,4
126,28,253,207,61,4
101,8,233,230,129,4
336,21,169,207,174,4
330,17,177,217,178,4
307,12,187,233,186,4
114,8,235,232,129,4
358,5,211,230,156,4
347,12,197,221,161,4
158,8,229,242,146,4
203,30,189,250,176,4
343,20,175,205,166,4
343,11,199,224,164,4
331,26,149,197,182,4
34,23,210,184,99,4
31,15,215,206,124,4
92,15,242,215,98,4
140,16,243,233,114,4
123,28,253,205,58,4
101,12,240,224,112,4
152,10,233,240,137,4
47,8,223,223,135,4
160,25,236,236,116,4
69,3,223,233,145,4
333,17,179,216,175,4
328,22,161,208,183,4
125,21,249,221,89,4
23,19,205,196,122,4
137,8,232,237,137,4
120,17,247,224,100,4
137,19,246,229,104,4
143,20,244,231,106,4
117,27,254,205,60,4
114,25,253,206,65,4
11,5,215,230,152,4
332,18,175,214,177,4
135,5,227,238,144,4
5,15,200,210,145,4
183,13,223,248,155,4
184,18,222,249,154,4
51,3,221,232,147,4
65,8,228,224,130,4
264,22,160,244,220,4
79,11,235,220,115,4
194,14,217,251,164,4
152,16,238,239,127,4
131,21,248,224,94,4
126,23,251,218,83,4
142,25,247,225,92,4
117,21,250,216,83,4
104,23,251,204,69,4
107,29,254,192,44,4
109,20,250,213,83,4
331,14,186,222,175,4
215,8,213,247,170,4
194,13,218,250,164,4
167,20,232,243,133,4
159,13,233,242,137,4
45,15,223,205,112,4
138,24,248,224,91,4
140,24,247,225,92,4
130,25,251,216,77,4
101,12,240,224,112,4
316,18,169,222,192,4
105,10,237,228,120,4
102,22,251,204,70,4
139,10,236,237,131,4
175,6,223,243,154,4
3,12,204,217,150,4
30,8,218,223,141,4
26,20,206,192,115,4
57,13,228,212,115,4
34,7,219,225,142,4
196,24,207,251,166,4
119,17,247,223,99,4
117,19,249,219,91,4
118,27,254,204,59,4
18,6,216,227,149,4
37,5,220,229,145,4
95,18,245,211,89,4
354,10,204,223,157,4
132,6,231,237,139,4
66,3,222,233,147,4
87,20,245,202,78,4
204,23,200,253,178,4
53,15,227,207,109,4
117,13,241,228,114,4
101,24,251,200,64,4
167,15,231,244,140,4
104,16,246,217,95,4
118,24,253,210,70,4
139,31,248,213,68,4
101,22,250,205,72,4
217,14,204,253,182,4
302,4,207,238,169,4
212,6,215,246,168,4
124,20,249,221,91,4
125,23,251,216,79,4
124,25,252,212,71,4
120,28,254,204,58,4
98,12,239,223,113,4
171,3,221,240,155,4
162,17,234,242,132,4
216,8,212,248,173,4
226,14,200,252,187,4
243,16,187,251,200,4
100,22,250,205,72,4
120,23,252,213,75,4
133,27,251,216,75,4
128,20,248,224,94,4
132,15,242,232,115,4
110,7,233,232,132,4
31,14,216,209,126,4
305,13,182,232,190,4
299,10,193,237,184,4
111,28,254,197,50,4
113,29,254,198,50,4
120,27,253,206,62,4
140,30,248,215,72,4
141,29,248,218,77,4
56,3,222,232,146,4
49,28,218,168,66,4
117,19,249,219,91,4
113,28,254,199,53,4
157,26,238,233,107,4
135,30,250,211,66,4
256,20,169,248,214,4
337,23,164,202,174,4
79,16,239,210,96,4
96,28,251,187,44,4
142,31,246,216,73,4
140,32,248,212,67,4
144,31,245,217,75,4
112,8,234,232,130,4
26,6,217,227,146,4
112,24,252,208,70,4
96,12,239,223,113,4
329,13,187,223,175,4
122,25,253,211,70,4
326,11,194,228,174,4
200,13,214,251,169,4
315,9,195,233,177,4
355,3,215,234,157,4
137,22,247,226,95,4
90,2,223,235,148,4
113,13,241,227,113,4
105,22,251,206,72,4
108,24,252,206,68,4
114,27,254,201,56,4
102,8,234,230,128,4
21,7,216,226,147,4
124,11,238,232,124,4
118,12,241,229,116,4
174,7,225,244,153,4
153,36,236,215,75,4
131,19,247,227,101,4
103,24,252,201,64,4
122,25,253,211,70,4
127,27,252,211,68,4
98,8,234,228,126,4
171,20,230,245,138,4
154,32,238,223,89,4
129,20,249,223,93,4
114,24,253,208,69,4
111,25,253,205,64,4
109,26,253,202,60,4
339,7,206,231,163,4
56,20,229,193,89,4
46,25,219,176,78,4
190,30,205,246,154,4
163,8,228,242,147,4
215,8,213,247,170,4
134,16,243,231,112,4
135,22,248,225,94,4
117,27,254,205,60,4
115,25,253,206,65,4
112,19,249,217,88,4
235,4,213,243,167,4
81,29,244,175,40,4
42,18,220,199,108,4
129,23,250,219,83,4
135,8,233,237,135,4
261,3,212,241,166,4
146,5,227,239,146,4
281,11,190,241,191,4
118,17,247,223,99,4
122,21,250,218,85,4
129,26,251,214,73,4
128,25,252,214,74,4
337,8,203,229,165,4
328,9,199,230,170,4
125,18,247,225,100,4
20,11,212,217,140,4
135,18,245,230,107,4
122,9,235,233,129,4
135,23,249,223,89,4
186,6,221,245,158,4
117,24,252,210,72,4
131,27,251,214,73,4
336,10,198,226,168,4
66,18,235,201,92,4
140,14,240,235,121,4
338,8,204,229,165,4
83,8,231,227,128,4
105,20,249,211,80,4
98,21,249,205,73,4
104,22,251,205,71,4
114,26,254,203,59,4
128,28,252,210,65,4
104,22,251,206,72,4
127,30,253,206,58,4
